CA	v	p	T	NOX	Soot	u'
-144	0.000280703	267130	336	0	0	0.816496
-144	0.000280703	267130	336	0	0	0.816496
-144	0.000280703	267131	336	0	0	0.816496
-143.999	0.000280703	267131	336	0	0	0.816495
-143.999	0.000280702	267131	336	0	0	0.816495
-143.999	0.000280702	267132	336.001	0	0	0.816494
-143.998	0.000280702	267132	336.001	0	0	0.816493
-143.998	0.000280701	267133	336.001	0	0	0.816492
-143.998	0.000280701	267134	336.001	0	0	0.816491
-143.997	0.0002807	267135	336.002	0	0	0.81649
-143.996	0.000280699	267136	336.002	0	0	0.816489
-143.995	0.000280698	267137	336.003	0	0	0.816488
-143.994	0.000280697	267139	336.003	0	0	0.816488
-143.993	0.000280696	267141	336.004	0	0	0.816488
-143.991	0.000280694	267143	336.005	0	0	0.81649
-143.99	0.000280692	267146	336.006	0	0	0.816494
-143.987	0.000280689	267149	336.007	0	0	0.816501
-143.985	0.000280687	267153	336.009	0	0	0.816511
-143.981	0.000280683	267158	336.011	0	0	0.816526
-143.978	0.000280679	267164	336.013	0	0	0.816546
-143.973	0.000280674	267171	336.016	0	0	0.816572
-143.968	0.000280668	267179	336.019	0	0	0.816601
-143.961	0.00028066	267189	336.023	0	0	0.816633
-143.953	0.000280652	267201	336.028	0	0	0.816668
-143.944	0.000280641	267216	336.033	0	0	0.816702
-143.932	0.000280629	267233	336.04	0	0	0.816735
-143.919	0.000280614	267254	336.048	0	0	0.816766
-143.902	0.000280596	267279	336.058	0	0	0.816793
-143.883	0.000280574	267309	336.069	0	0	0.816815
-143.859	0.000280548	267344	336.083	0	0	0.81683
-143.832	0.000280518	267387	336.099	0	0	0.816837
-143.798	0.000280481	267438	336.119	0	0	0.816831
-143.758	0.000280437	267499	336.143	0	0	0.816807
-143.711	0.000280384	267572	336.171	0	0	0.816762
-143.656	0.000280324	267656	336.203	0	0	0.816692
-143.591	0.000280251	267757	336.242	0	0	0.816597
-143.517	0.000280169	267871	336.286	0	0	0.816486
-143.431	0.000280072	268004	336.337	0	0	0.81634
-143.323	0.000279952	268171	336.401	0	0	0.81615
-143.215	0.000279831	268338	336.466	0	0	0.815975
-143.108	0.00027971	268507	336.53	0	0	0.815812
-143	0.000279589	268675	336.595	0	0	0.815652
-142.875	0.000279447	268872	336.671	0	0	0.815461
-142.729	0.000279281	269103	336.759	0	0	0.815219
-142.547	0.000279073	269392	336.87	0	0	0.814886
-142.273	0.000278759	269829	337.036	0	0	0.814376
-142	0.000278443	270270	337.204	0	0	0.813879
-141.667	0.000278054	270812	337.409	0	0	0.813289
-141.333	0.000277662	271360	337.616	0	0	0.812753
-141	0.000277267	271914	337.826	0	0	0.812256
-140.75	0.000276968	272334	337.985	0	0	0.811897
-140.562	0.000276743	272652	338.105	0	0	0.811635
-140.375	0.000276516	272972	338.227	0	0	0.811377
-140.25	0.000276365	273186	338.308	0	0	0.811208
-140.125	0.000276213	273402	338.39	0	0	0.811042
-140.062	0.000276136	273510	338.431	0	0	0.81096
-140	0.00027606	273618	338.472	0	0	0.810878
-139.929	0.000275973	273742	338.519	0	0	0.810786
-139.844	0.000275869	273889	338.575	0	0	0.810679
-139.774	0.000275783	274012	338.621	0	0	0.810591
-139.688	0.000275677	274163	338.679	0	0	0.810485
-139.645	0.000275624	274238	338.707	0	0	0.810433
-139.595	0.000275563	274326	338.74	0	0	0.810373
-139.541	0.000275496	274421	338.776	0	0	0.810308
-139.473	0.000275412	274540	338.821	0	0	0.810228
-139.406	0.000275328	274660	338.867	0	0	0.810148
-139.325	0.000275228	274804	338.921	0	0	0.810054
-139.271	0.00027516	274901	338.957	0	0	0.80999
-139.203	0.000275076	275021	339.003	0	0	0.809912
-139.162	0.000275026	275094	339.03	0	0	0.809865
-139.108	0.000274958	275191	339.066	0	0	0.809801
-139.054	0.00027489	275288	339.103	0	0	0.809737
-139	0.000274823	275385	339.139	0	0	0.809673
-138.941	0.000274749	275491	339.179	0	0	0.809601
-138.869	0.000274658	275622	339.228	0	0	0.809512
-138.807	0.00027458	275734	339.27	0	0	0.809434
-138.733	0.000274488	275867	339.32	0	0	0.809339
-138.69	0.000274433	275946	339.349	0	0	0.809282
-138.637	0.000274366	276043	339.385	0	0	0.809211
-138.592	0.000274309	276126	339.416	0	0	0.809149
-138.538	0.00027424	276224	339.453	0	0	0.809073
-138.478	0.000274165	276334	339.494	0	0	0.808988
-138.41	0.000274078	276459	339.54	0	0	0.808888
-138.351	0.000274004	276567	339.58	0	0	0.8088
-138.281	0.000273914	276697	339.628	0	0	0.808693
-138.234	0.000273854	276783	339.66	0	0	0.80862
-138.176	0.00027378	276892	339.701	0	0	0.808527
-138.132	0.000273723	276973	339.731	0	0	0.808457
-138.088	0.000273667	277055	339.761	0	0	0.808386
-138.044	0.000273611	277136	339.791	0	0	0.808314
-138	0.000273555	277218	339.822	0	0	0.808241
-137.95	0.000273491	277311	339.856	0	0	0.808157
-137.891	0.000273414	277422	339.898	0	0	0.808057
-137.822	0.000273326	277551	339.945	0	0	0.807939
-137.74	0.00027322	277705	340.002	0	0	0.807795
-137.673	0.000273133	277832	340.049	0	0	0.807676
-137.589	0.000273024	277990	340.108	0	0	0.807525
-137.547	0.00027297	278070	340.137	0	0	0.807449
-137.497	0.000272905	278164	340.172	0	0	0.807359
-137.452	0.000272847	278249	340.203	0	0	0.807276
-137.395	0.000272773	278357	340.243	0	0	0.807171
-137.339	0.0002727	278464	340.283	0	0	0.807065
-137.271	0.000272611	278593	340.331	0	0	0.806937
-137.226	0.000272552	278679	340.362	0	0	0.806851
-137.169	0.000272478	278787	340.402	0	0	0.806743
-137.113	0.000272404	278896	340.442	0	0	0.806634
-137.056	0.00027233	279004	340.482	0	0	0.806523
-137	0.000272256	279113	340.522	0	0	0.806411
-136.933	0.000272169	279241	340.57	0	0	0.806279
-136.889	0.00027211	279327	340.601	0	0	0.806189
-136.837	0.000272041	279428	340.639	0	0	0.806083
-136.79	0.00027198	279518	340.672	0	0	0.805988
-136.734	0.000271905	279628	340.712	0	0	0.805872
-136.681	0.000271836	279730	340.75	0	0	0.805763
-136.619	0.000271754	279850	340.794	0	0	0.805633
-136.568	0.000271686	279951	340.831	0	0	0.805524
-136.505	0.000271602	280074	340.877	0	0	0.805389
-136.454	0.000271535	280173	340.913	0	0	0.805281
-136.389	0.000271448	280300	340.96	0	0	0.80514
-136.346	0.000271391	280385	340.991	0	0	0.805046
-136.297	0.000271325	280483	341.027	0	0	0.804938
-136.247	0.000271259	280580	341.062	0	0	0.804828
-136.185	0.000271176	280702	341.107	0	0	0.804691
-136.124	0.000271093	280824	341.152	0	0	0.804553
-136.062	0.000271011	280947	341.197	0	0	0.804414
-136	0.000270928	281069	341.242	0	0	0.804275
-135.929	0.000270831	281212	341.294	0	0	0.804113
-135.897	0.000270788	281275	341.317	0	0	0.80404
-135.858	0.000270736	281353	341.346	0	0	0.803951
-135.817	0.000270681	281435	341.376	0	0	0.803858
-135.769	0.000270616	281531	341.411	0	0	0.803747
-135.714	0.000270542	281641	341.451	0	0	0.803621
-135.649	0.000270454	281772	341.499	0	0	0.803471
-135.577	0.000270356	281917	341.552	0	0	0.803304
-135.494	0.000270244	282083	341.612	0	0	0.803113
-135.445	0.000270177	282183	341.649	0	0	0.802999
-135.381	0.00027009	282312	341.696	0	0	0.802851
-135.339	0.000270033	282398	341.727	0	0	0.802753
-135.291	0.000269966	282496	341.763	0	0	0.802641
-135.242	0.0002699	282595	341.799	0	0	0.80253
-135.182	0.000269818	282718	341.844	0	0	0.80239
-135.136	0.000269755	282811	341.878	0	0	0.802286
-135.068	0.000269662	282951	341.928	0	0	0.802131
-135	0.000269568	283090	341.979	0	0	0.801977
-134.923	0.000269463	283249	342.036	0	0	0.801804
-134.891	0.000269419	283314	342.06	0	0	0.801733
-134.852	0.000269365	283394	342.089	0	0	0.801647
-134.814	0.000269312	283474	342.118	0	0	0.801561
-134.766	0.000269246	283573	342.154	0	0	0.801455
-134.711	0.00026917	283687	342.195	0	0	0.801335
-134.647	0.000269081	283821	342.244	0	0	0.801194
-134.582	0.000268991	283956	342.292	0	0	0.801054
-134.509	0.00026889	284108	342.347	0	0	0.800898
-134.458	0.000268819	284214	342.385	0	0	0.800789
-134.393	0.000268728	284352	342.434	0	0	0.80065
-134.344	0.00026866	284455	342.471	0	0	0.800546
-134.286	0.00026858	284575	342.515	0	0	0.800426
-134.239	0.000268513	284676	342.551	0	0	0.800326
-134.179	0.00026843	284802	342.596	0	0	0.800202
-134.134	0.000268367	284897	342.63	0	0	0.80011
-134.067	0.000268273	285039	342.681	0	0	0.799971
-134	0.000268179	285182	342.732	0	0	0.799833
-133.923	0.000268071	285346	342.79	0	0	0.799677
-133.894	0.00026803	285407	342.812	0	0	0.799619
-133.86	0.000267982	285481	342.838	0	0	0.799549
-133.822	0.000267929	285561	342.867	0	0	0.799473
-133.777	0.000267865	285659	342.902	0	0	0.799381
-133.725	0.000267792	285770	342.941	0	0	0.799278
-133.665	0.000267706	285900	342.988	0	0	0.799158
-133.598	0.000267612	286043	343.039	0	0	0.799026
-133.523	0.000267506	286205	343.096	0	0	0.79888
-133.458	0.000267413	286346	343.146	0	0	0.798754
-133.382	0.000267305	286512	343.205	0	0	0.798609
-133.334	0.000267237	286616	343.242	0	0	0.798519
-133.278	0.000267157	286737	343.285	0	0	0.798417
-133.232	0.000267091	286838	343.321	0	0	0.798332
-133.174	0.000267008	286965	343.366	0	0	0.798228
-133.13	0.000266946	287060	343.4	0	0	0.798151
-133.087	0.000266884	287155	343.434	0	0	0.798075
-133.043	0.000266822	287251	343.468	0	0	0.798
-133	0.000266759	287346	343.502	0	0	0.797926
-132.95	0.000266688	287456	343.541	0	0	0.797843
-132.891	0.000266602	287587	343.587	0	0	0.797745
-132.822	0.000266504	287739	343.641	0	0	0.797634
-132.74	0.000266385	287921	343.706	0	0	0.797505
-132.683	0.000266303	288047	343.751	0	0	0.797417
-132.615	0.000266204	288199	343.805	0	0	0.797314
-132.571	0.000266141	288297	343.839	0	0	0.797248
-132.519	0.000266066	288412	343.88	0	0	0.797172
-132.472	0.000265997	288518	343.918	0	0	0.797104
-132.413	0.000265912	288650	343.965	0	0	0.79702
-132.361	0.000265837	288766	344.006	0	0	0.796948
-132.301	0.000265749	288901	344.054	0	0	0.796865
-132.251	0.000265676	289014	344.094	0	0	0.796797
-132.188	0.000265585	289155	344.144	0	0	0.796715
-132.141	0.000265516	289261	344.181	0	0	0.796653
-132.071	0.000265413	289421	344.238	0	0	0.796564
-132.035	0.000265361	289501	344.266	0	0	0.79652
-132	0.000265309	289581	344.295	0	0	0.796476
-131.96	0.000265251	289672	344.327	0	0	0.796427
-131.912	0.00026518	289781	344.366	0	0	0.796369
-131.858	0.000265102	289903	344.409	0	0	0.796306
-131.792	0.000265005	290054	344.462	0	0	0.79623
-131.72	0.000264899	290219	344.521	0	0	0.79615
-131.64	0.000264781	290402	344.585	0	0	0.796063
-131.576	0.000264686	290549	344.637	0	0	0.795995
-131.494	0.000264564	290739	344.704	0	0	0.79591
-131.449	0.000264498	290843	344.741	0	0	0.795865
-131.393	0.000264415	290972	344.787	0	0	0.795809
-131.354	0.000264356	291063	344.819	0	0	0.795771
-131.309	0.000264291	291166	344.855	0	0	0.795729
-131.258	0.000264214	291286	344.898	0	0	0.79568
-131.193	0.000264118	291436	344.951	0	0	0.795621
-131.145	0.000264046	291548	344.99	0	0	0.795577
-131.073	0.000263938	291718	345.05	0	0	0.795514
-131.036	0.000263884	291802	345.08	0	0	0.795482
-131	0.00026383	291887	345.11	0	0	0.795451
-130.958	0.000263767	291985	345.145	0	0	0.795416
-130.908	0.000263692	292104	345.186	0	0	0.795375
-130.851	0.000263607	292237	345.233	0	0	0.795329
-130.786	0.000263509	292391	345.288	0	0	0.795277
-130.714	0.000263401	292560	345.347	0	0	0.795222
-130.635	0.000263282	292748	345.413	0	0	0.795162
-130.577	0.000263195	292885	345.461	0	0	0.795119
-130.505	0.000263086	293057	345.522	0	0	0.795067
-130.459	0.000263017	293166	345.56	0	0	0.795035
-130.402	0.00026293	293303	345.608	0	0	0.794995
-130.362	0.000262869	293399	345.642	0	0	0.794967
-130.316	0.000262801	293508	345.68	0	0	0.794936
-130.271	0.000262732	293616	345.718	0	0	0.794905
-130.217	0.00026265	293747	345.763	0	0	0.794868
-130.163	0.000262568	293877	345.809	0	0	0.794832
-130.108	0.000262485	294008	345.855	0	0	0.794795
-130.054	0.000262403	294139	345.901	0	0	0.794759
-130	0.00026232	294270	345.946	0	0	0.794723
-129.941	0.00026223	294413	345.996	0	0	0.794683
-129.869	0.00026212	294589	346.058	0	0	0.794634
-129.818	0.000262041	294714	346.101	0	0	0.794599
-129.755	0.000261945	294867	346.154	0	0	0.794555
-129.715	0.000261884	294965	346.188	0	0	0.794527
-129.667	0.000261811	295081	346.229	0	0	0.794493
-129.623	0.000261743	295191	346.267	0	0	0.794461
-129.571	0.000261663	295318	346.311	0	0	0.794422
-129.514	0.000261575	295459	346.36	0	0	0.794379
-129.45	0.000261476	295618	346.415	0	0	0.794329
-129.4	0.000261399	295741	346.457	0	0	0.794289
-129.343	0.000261311	295883	346.506	0	0	0.794242
-129.294	0.000261235	296004	346.548	0	0	0.7942
-129.235	0.000261145	296150	346.599	0	0	0.794149
-129.188	0.000261072	296267	346.639	0	0	0.794108
-129.125	0.000260975	296424	346.693	0	0	0.79405
-129.084	0.00026091	296528	346.729	0	0	0.794011
-129.042	0.000260845	296633	346.765	0	0	0.793972
-129	0.00026078	296737	346.801	0	0	0.793931
-128.95	0.000260703	296863	346.845	0	0	0.793882
-128.894	0.000260616	297003	346.893	0	0	0.793825
-128.825	0.000260508	297177	346.953	0	0	0.793753
-128.766	0.000260416	297326	347.004	0	0	0.79369
-128.697	0.000260307	297502	347.065	0	0	0.793614
-128.647	0.00026023	297628	347.108	0	0	0.793558
-128.588	0.000260138	297777	347.159	0	0	0.793491
-128.546	0.000260072	297884	347.196	0	0	0.793443
-128.496	0.000259994	298011	347.24	0	0	0.793385
-128.447	0.000259916	298137	347.283	0	0	0.793325
-128.391	0.000259828	298280	347.332	0	0	0.793258
-128.335	0.00025974	298423	347.381	0	0	0.793189
-128.268	0.000259635	298595	347.44	0	0	0.793106
-128.223	0.000259564	298710	347.48	0	0	0.793049
-128.168	0.000259476	298854	347.529	0	0	0.792977
-128.126	0.00025941	298962	347.566	0	0	0.792923
-128.063	0.00025931	299124	347.622	0	0	0.792841
-128	0.000259211	299286	347.678	0	0	0.792757
-127.923	0.000259089	299486	347.746	0	0	0.792653
-127.886	0.00025903	299582	347.779	0	0	0.792602
-127.842	0.00025896	299697	347.818	0	0	0.792541
-127.802	0.000258896	299801	347.854	0	0	0.792485
-127.755	0.000258821	299924	347.896	0	0	0.792419
-127.701	0.000258736	300065	347.944	0	0	0.792343
-127.637	0.000258634	300232	348.001	0	0	0.792251
-127.579	0.000258542	300384	348.053	0	0	0.792167
-127.507	0.000258426	300574	348.118	0	0	0.792061
-127.461	0.000258352	300695	348.16	0	0	0.791993
-127.403	0.00025826	300847	348.211	0	0	0.791907
-127.358	0.000258188	300965	348.252	0	0	0.79184
-127.307	0.000258106	301101	348.298	0	0	0.791762
-127.256	0.000258024	301236	348.344	0	0	0.791684
-127.192	0.000257921	301406	348.402	0	0	0.791585
-127.144	0.000257844	301534	348.446	0	0	0.79151
-127.072	0.000257728	301725	348.511	0	0	0.791398
-127.036	0.00025767	301821	348.544	0	0	0.791341
-127	0.000257612	301917	348.576	0	0	0.791284
-126.96	0.000257548	302024	348.613	0	0	0.791221
-126.912	0.00025747	302153	348.657	0	0	0.791144
-126.858	0.000257383	302297	348.706	0	0	0.791058
-126.797	0.000257284	302462	348.761	0	0	0.790959
-126.731	0.000257176	302641	348.822	0	0	0.790852
-126.649	0.000257045	302860	348.897	0	0	0.790721
-126.59	0.000256949	303019	348.951	0	0	0.790626
-126.517	0.000256829	303219	349.018	0	0	0.790507
-126.47	0.000256752	303347	349.062	0	0	0.790432
-126.411	0.000256656	303507	349.116	0	0	0.790338
-126.365	0.000256582	303631	349.158	0	0	0.790265
-126.313	0.000256497	303774	349.206	0	0	0.790181
-126.268	0.000256424	303896	349.247	0	0	0.79011
-126.215	0.000256336	304043	349.297	0	0	0.790025
-126.161	0.000256248	304190	349.347	0	0	0.78994
-126.081	0.000256116	304412	349.421	0	0	0.789815
-126.04	0.00025605	304523	349.459	0	0	0.789752
-126	0.000255984	304634	349.496	0	0	0.78969
-125.955	0.000255909	304759	349.538	0	0	0.78962
-125.898	0.000255817	304915	349.59	0	0	0.789535
-125.839	0.000255718	305081	349.646	0	0	0.789444
-125.769	0.000255603	305275	349.711	0	0	0.789339
-125.714	0.000255512	305428	349.763	0	0	0.789258
-125.649	0.000255405	305609	349.823	0	0	0.789162
-125.606	0.000255333	305730	349.864	0	0	0.789099
-125.555	0.00025525	305871	349.911	0	0	0.789026
-125.509	0.000255173	306001	349.954	0	0	0.788959
-125.452	0.00025508	306160	350.007	0	0	0.788879
-125.402	0.000254996	306302	350.055	0	0	0.788807
-125.345	0.000254901	306464	350.109	0	0	0.788727
-125.287	0.000254805	306626	350.163	0	0	0.788646
-125.215	0.000254686	306829	350.23	0	0	0.788547
-125.172	0.000254614	306952	350.271	0	0	0.788488
-125.115	0.000254518	307115	350.325	0	0	0.788409
-125.077	0.000254454	307224	350.361	0	0	0.788357
-125.038	0.00025439	307333	350.398	0	0	0.788306
-125	0.000254326	307443	350.434	0	0	0.788254
-124.955	0.00025425	307573	350.477	0	0	0.788194
-124.902	0.000254161	307724	350.528	0	0	0.788123
-124.837	0.000254053	307909	350.589	0	0	0.788038
-124.767	0.000253936	308110	350.655	0	0	0.787948
-124.691	0.000253807	308331	350.728	0	0	0.787849
-124.622	0.000253691	308530	350.794	0	0	0.787762
-124.544	0.00025356	308755	350.869	0	0	0.787666
-124.494	0.000253477	308899	350.916	0	0	0.787605
-124.433	0.000253373	309079	350.976	0	0	0.78753
-124.389	0.0002533	309205	351.017	0	0	0.787479
-124.334	0.000253206	309367	351.071	0	0	0.787414
-124.292	0.000253135	309489	351.111	0	0	0.787365
-124.243	0.000253053	309631	351.158	0	0	0.78731
-124.195	0.00025297	309774	351.206	0	0	0.787256
-124.13	0.00025286	309964	351.269	0	0	0.787185
-124.065	0.00025275	310155	351.332	0	0	0.787116
-124	0.00025264	310346	351.395	0	0	0.787049
-123.958	0.000252569	310469	351.435	0	0	0.787007
-123.908	0.000252483	310619	351.485	0	0	0.786957
-123.865	0.000252409	310747	351.527	0	0	0.786915
-123.814	0.000252322	310898	351.577	0	0	0.786867
-123.76	0.00025223	311059	351.63	0	0	0.786817
-123.696	0.000252121	311247	351.692	0	0	0.786761
-123.643	0.00025203	311407	351.745	0	0	0.786715
-123.578	0.00025192	311599	351.808	0	0	0.786662
-123.534	0.000251844	311732	351.852	0	0	0.786626
-123.481	0.000251752	311892	351.905	0	0	0.786584
-123.432	0.000251669	312036	351.953	0	0	0.786547
-123.378	0.000251577	312199	352.006	0	0	0.786507
-123.324	0.000251484	312361	352.06	0	0	0.786468
-123.259	0.000251372	312557	352.124	0	0	0.786424
-123.208	0.000251282	312714	352.176	0	0	0.786389
-123.138	0.000251163	312924	352.245	0	0	0.786345
-123.104	0.000251103	313029	352.28	0	0	0.786324
-123.052	0.000251014	313186	352.332	0	0	0.786293
-123	0.000250924	313344	352.384	0	0	0.786263
-122.938	0.000250816	313535	352.446	0	0	0.786228
-122.888	0.00025073	313685	352.496	0	0	0.786202
-122.829	0.000250628	313867	352.555	0	0	0.786172
-122.78	0.000250543	314016	352.605	0	0	0.786148
-122.72	0.000250439	314200	352.665	0	0	0.78612
-122.672	0.000250355	314348	352.714	0	0	0.786098
-122.616	0.000250258	314520	352.77	0	0	0.786074
-122.569	0.000250175	314666	352.818	0	0	0.786054
-122.512	0.000250076	314842	352.876	0	0	0.786032
-122.461	0.000249987	315001	352.928	0	0	0.786013
-122.395	0.000249872	315205	352.995	0	0	0.78599
-122.346	0.000249785	315358	353.045	0	0	0.785973
-122.288	0.000249685	315537	353.104	0	0	0.785955
-122.247	0.000249613	315666	353.146	0	0	0.785943
-122.197	0.000249526	315820	353.197	0	0	0.785928
-122.148	0.00024944	315974	353.247	0	0	0.785915
-122.074	0.00024931	316206	353.323	0	0	0.785897
-122.037	0.000249245	316322	353.361	0	0	0.785888
-122	0.00024918	316439	353.399	0	0	0.785879
-121.958	0.000249106	316570	353.442	0	0	0.78587
-121.908	0.000249017	316729	353.494	0	0	0.78586
-121.851	0.000248917	316908	353.553	0	0	0.785849
-121.786	0.000248802	317115	353.62	0	0	0.785838
-121.714	0.000248676	317342	353.694	0	0	0.785826
-121.635	0.000248536	317594	353.776	0	0	0.785814
-121.577	0.000248433	317778	353.836	0	0	0.785805
-121.505	0.000248306	318008	353.911	0	0	0.785796
-121.459	0.000248224	318155	353.958	0	0	0.785789
-121.402	0.000248122	318339	354.018	0	0	0.785782
-121.357	0.000248043	318482	354.065	0	0	0.785776
-121.306	0.000247952	318647	354.118	0	0	0.785769
-121.255	0.000247862	318811	354.171	0	0	0.785762
-121.191	0.000247748	319017	354.238	0	0	0.785753
-121.143	0.000247663	319172	354.288	0	0	0.785746
-121.072	0.000247535	319404	354.363	0	0	0.785735
-121.036	0.000247471	319521	354.401	0	0	0.785729
-121	0.000247407	319637	354.439	0	0	0.785722
-120.96	0.000247335	319768	354.481	0	0	0.785715
-120.912	0.000247249	319924	354.531	0	0	0.785706
-120.858	0.000247153	320099	354.588	0	0	0.785694
-120.797	0.000247043	320300	354.652	0	0	0.78568
-120.731	0.000246924	320518	354.722	0	0	0.785663
-120.658	0.000246793	320758	354.8	0	0	0.785643
-120.592	0.000246675	320975	354.869	0	0	0.785623
-120.518	0.000246542	321219	354.948	0	0	0.785598
-120.466	0.000246448	321390	355.003	0	0	0.78558
-120.408	0.000246343	321584	355.065	0	0	0.785558
-120.357	0.000246251	321753	355.119	0	0	0.785538
-120.297	0.000246144	321951	355.183	0	0	0.785513
-120.248	0.000246054	322116	355.235	0	0	0.785491
-120.186	0.000245942	322323	355.302	0	0	0.785462
-120.139	0.000245858	322478	355.352	0	0	0.78544
-120.07	0.000245732	322712	355.426	0	0	0.785404
-120.035	0.000245669	322829	355.464	0	0	0.785386
-120	0.000245605	322946	355.501	0	0	0.785367
-119.96	0.000245533	323081	355.544	0	0	0.785345
-119.912	0.000245446	323243	355.596	0	0	0.785318
-119.858	0.000245348	323424	355.654	0	0	0.785286
-119.797	0.000245236	323631	355.72	0	0	0.785249
-119.731	0.000245115	323856	355.792	0	0	0.785206
-119.658	0.000244982	324104	355.871	0	0	0.785158
-119.592	0.000244862	324328	355.943	0	0	0.785113
-119.518	0.000244727	324580	356.023	0	0	0.785061
-119.466	0.000244632	324757	356.079	0	0	0.785024
-119.408	0.000244525	324957	356.143	0	0	0.784981
-119.362	0.000244442	325112	356.192	0	0	0.784947
-119.311	0.000244347	325290	356.249	0	0	0.784908
-119.266	0.000244266	325443	356.298	0	0	0.784873
-119.213	0.000244168	325626	356.356	0	0	0.784831
-119.16	0.00024407	325810	356.415	0	0	0.784788
-119.107	0.000243972	325994	356.473	0	0	0.784745
-119.053	0.000243874	326179	356.532	0	0	0.7847
-119	0.000243776	326364	356.59	0	0	0.784656
-118.944	0.000243674	326557	356.652	0	0	0.784608
-118.877	0.000243549	326792	356.726	0	0	0.78455
-118.825	0.000243454	326971	356.783	0	0	0.784505
-118.762	0.000243336	327193	356.854	0	0	0.784449
-118.717	0.000243253	327350	356.903	0	0	0.78441
-118.662	0.000243151	327544	356.965	0	0	0.78436
-118.615	0.000243064	327710	357.017	0	0	0.784318
-118.559	0.00024296	327906	357.079	0	0	0.784267
-118.508	0.000242866	328085	357.136	0	0	0.784221
-118.444	0.000242748	328310	357.207	0	0	0.784164
-118.395	0.000242656	328484	357.262	0	0	0.784118
-118.339	0.000242551	328684	357.325	0	0	0.784067
-118.29	0.000242461	328856	357.379	0	0	0.784023
-118.232	0.000242353	329063	357.444	0	0	0.78397
-118.186	0.000242266	329228	357.496	0	0	0.783927
-118.124	0.00024215	329449	357.566	0	0	0.783871
-118.083	0.000242073	329596	357.612	0	0	0.783834
-118.041	0.000241996	329744	357.659	0	0	0.783796
-118	0.000241919	329892	357.705	0	0	0.783759
-117.95	0.000241825	330072	357.762	0	0	0.783714
-117.894	0.000241721	330273	357.825	0	0	0.783665
-117.83	0.000241601	330503	357.897	0	0	0.783608
-117.766	0.000241481	330733	357.969	0	0	0.783552
-117.69	0.000241337	331010	358.056	0	0	0.783487
-117.637	0.000241237	331203	358.116	0	0	0.783441
-117.573	0.000241118	331434	358.189	0	0	0.783388
-117.525	0.000241028	331608	358.243	0	0	0.783348
-117.467	0.000240918	331821	358.309	0	0	0.783301
-117.42	0.00024083	331992	358.362	0	0	0.783263
-117.368	0.00024073	332184	358.422	0	0	0.783221
-117.322	0.000240644	332352	358.475	0	0	0.783185
-117.268	0.000240542	332549	358.536	0	0	0.783143
-117.214	0.000240441	332747	358.597	0	0	0.783102
-117.143	0.000240305	333010	358.679	0	0	0.783048
-117.095	0.000240215	333186	358.734	0	0	0.783012
-117.048	0.000240125	333363	358.789	0	0	0.782977
-117	0.000240034	333539	358.843	0	0	0.782942
-116.941	0.000239922	333758	358.911	0	0	0.7829
-116.889	0.000239823	333952	358.971	0	0	0.782863
-116.825	0.000239702	334189	359.044	0	0	0.782819
-116.774	0.000239604	334382	359.104	0	0	0.782783
-116.709	0.000239481	334623	359.179	0	0	0.782739
-116.665	0.000239397	334789	359.23	0	0	0.782709
-116.614	0.000239299	334981	359.289	0	0	0.782675
-116.57	0.000239215	335146	359.34	0	0	0.782647
-116.518	0.000239116	335341	359.4	0	0	0.782613
-116.466	0.000239017	335537	359.46	0	0	0.78258
-116.408	0.000238906	335757	359.528	0	0	0.782544
-116.357	0.000238808	335951	359.588	0	0	0.782512
-116.298	0.000238694	336176	359.657	0	0	0.782477
-116.248	0.000238599	336365	359.715	0	0	0.782447
-116.186	0.00023848	336601	359.788	0	0	0.782412
-116.139	0.00023839	336778	359.843	0	0	0.782386
-116.093	0.000238301	336956	359.897	0	0	0.78236
-116.046	0.000238212	337134	359.952	0	0	0.782335
-116	0.000238122	337312	360.007	0	0	0.782311
-115.947	0.000238021	337514	360.069	0	0	0.782285
-115.884	0.000237899	337757	360.143	0	0	0.782255
-115.821	0.000237777	338000	360.218	0	0	0.782226
-115.746	0.000237633	338289	360.307	0	0	0.782194
-115.697	0.000237537	338481	360.366	0	0	0.782174
-115.639	0.000237424	338706	360.435	0	0	0.782151
-115.596	0.000237342	338872	360.486	0	0	0.782136
-115.546	0.000237246	339065	360.545	0	0	0.782119
-115.497	0.000237149	339258	360.604	0	0	0.782103
-115.435	0.000237029	339501	360.679	0	0	0.782084
-115.386	0.000236935	339689	360.736	0	0	0.782071
-115.331	0.000236828	339905	360.803	0	0	0.782057
-115.284	0.000236736	340091	360.86	0	0	0.782046
-115.227	0.000236626	340314	360.928	0	0	0.782035
-115.17	0.000236515	340537	360.996	0	0	0.782024
-115.085	0.000236349	340873	361.099	0	0	0.782013
-115.043	0.000236266	341041	361.151	0	0	0.782007
-115	0.000236183	341210	361.202	0	0	0.782003
-114.958	0.000236102	341375	361.253	0	0	0.781999
-114.908	0.000236003	341575	361.314	0	0	0.781996
-114.851	0.000235892	341801	361.383	0	0	0.781994
-114.78	0.000235753	342083	361.469	0	0	0.781993
-114.728	0.000235651	342291	361.533	0	0	0.781994
-114.668	0.000235532	342534	361.607	0	0	0.781996
-114.62	0.000235439	342725	361.665	0	0	0.781999
-114.563	0.000235328	342951	361.734	0	0	0.782003
-114.512	0.000235227	343157	361.797	0	0	0.782008
