CA	v	p	T	NOX	Soot	u'
-0.124172	1.62734e-05	1.49982e+07	1175.84	2.08212e-05	6.27436e-06	2.59059
-0.118998	1.62734e-05	1.49993e+07	1175.97	2.08552e-05	6.2813e-06	2.59077
-0.11404	1.62734e-05	1.50004e+07	1176.09	2.08878e-05	6.28796e-06	2.59095
-0.109082	1.62733e-05	1.50015e+07	1176.22	2.09204e-05	6.29462e-06	2.59113
-0.104123	1.62733e-05	1.50026e+07	1176.34	2.09531e-05	6.30128e-06	2.59131
-0.0993905	1.62733e-05	1.50037e+07	1176.46	2.09842e-05	6.30764e-06	2.59148
-0.094421	1.62732e-05	1.50047e+07	1176.58	2.10169e-05	6.31432e-06	2.59166
-0.0896999	1.62732e-05	1.50058e+07	1176.7	2.10481e-05	6.32067e-06	2.59183
-0.0847166	1.62732e-05	1.50068e+07	1176.82	2.10809e-05	6.32738e-06	2.592
-0.0797333	1.62732e-05	1.50079e+07	1176.95	2.11138e-05	6.33408e-06	2.59217
-0.0750431	1.62732e-05	1.5009e+07	1177.07	2.11447e-05	6.3404e-06	2.59234
-0.0703529	1.62731e-05	1.501e+07	1177.18	2.11757e-05	6.34672e-06	2.59252
-0.0653277	1.62731e-05	1.50111e+07	1177.31	2.12089e-05	6.35349e-06	2.59269
-0.0603025	1.62731e-05	1.50121e+07	1177.43	2.12421e-05	6.36027e-06	2.59288
-0.0552773	1.62731e-05	1.50132e+07	1177.56	2.12753e-05	6.36705e-06	2.59305
-0.0502521	1.62731e-05	1.50143e+07	1177.68	2.13085e-05	6.37383e-06	2.59322
-0.0452269	1.62731e-05	1.50154e+07	1177.8	2.13417e-05	6.38061e-06	2.59339
-0.0402017	1.6273e-05	1.50164e+07	1177.93	2.13749e-05	6.3874e-06	2.59355
-0.0351764	1.6273e-05	1.50175e+07	1178.05	2.14082e-05	6.39418e-06	2.59373
-0.0301512	1.6273e-05	1.50186e+07	1178.17	2.14415e-05	6.40097e-06	2.5939
-0.024121	1.6273e-05	1.50198e+07	1178.31	2.14815e-05	6.4091e-06	2.59409
-0.0180907	1.6273e-05	1.5021e+07	1178.46	2.15215e-05	6.41727e-06	2.59429
-0.0120605	1.6273e-05	1.50223e+07	1178.6	2.15616e-05	6.42544e-06	2.59449
-0.00603025	1.6273e-05	1.50236e+07	1178.75	2.16016e-05	6.43361e-06	2.59469
5.14827e-15	1.6273e-05	1.50249e+07	1178.9	2.16415e-05	6.44177e-06	2.59489
0.00483092	1.6273e-05	1.5026e+07	1179.02	2.16735e-05	6.4483e-06	2.59506
0.0096854	1.6273e-05	1.5027e+07	1179.15	2.17056e-05	6.45484e-06	2.59522
0.0148433	1.6273e-05	1.50281e+07	1179.27	2.17398e-05	6.46179e-06	2.5954
0.0200012	1.6273e-05	1.50292e+07	1179.4	2.1774e-05	6.46874e-06	2.59557
0.0247817	1.6273e-05	1.50302e+07	1179.52	2.18058e-05	6.47517e-06	2.59573
0.0298086	1.6273e-05	1.50312e+07	1179.64	2.18392e-05	6.48194e-06	2.5959
0.0341592	1.6273e-05	1.50322e+07	1179.75	2.18682e-05	6.48781e-06	2.59605
0.0386515	1.6273e-05	1.50331e+07	1179.86	2.18982e-05	6.49386e-06	2.5962
0.0433872	1.6273e-05	1.50341e+07	1179.98	2.19299e-05	6.50025e-06	2.59636
0.0483182	1.62731e-05	1.50351e+07	1180.1	2.19628e-05	6.50691e-06	2.59652
0.0529605	1.62731e-05	1.50361e+07	1180.21	2.19939e-05	6.51318e-06	2.59668
0.0575802	1.62731e-05	1.5037e+07	1180.32	2.20248e-05	6.51943e-06	2.59684
0.0620256	1.62731e-05	1.5038e+07	1180.43	2.20546e-05	6.52544e-06	2.59699
0.0663481	1.62731e-05	1.50389e+07	1180.54	2.20835e-05	6.53128e-06	2.59714
0.0705919	1.62731e-05	1.50398e+07	1180.65	2.21119e-05	6.53702e-06	2.59728
0.0751479	1.62732e-05	1.50407e+07	1180.76	2.21424e-05	6.54318e-06	2.59743
0.0799398	1.62732e-05	1.50417e+07	1180.87	2.21745e-05	6.54966e-06	2.59758
0.0845401	1.62732e-05	1.50426e+07	1180.98	2.22053e-05	6.55589e-06	2.59773
0.0891637	1.62732e-05	1.50435e+07	1181.09	2.22363e-05	6.56215e-06	2.59787
0.0940345	1.62732e-05	1.50445e+07	1181.21	2.2269e-05	6.56875e-06	2.59803
0.0990676	1.62733e-05	1.50455e+07	1181.33	2.23028e-05	6.57557e-06	2.59819
0.10376	1.62733e-05	1.50465e+07	1181.44	2.23342e-05	6.58193e-06	2.59834
0.108069	1.62733e-05	1.50474e+07	1181.55	2.23631e-05	6.58777e-06	2.59848
0.112357	1.62733e-05	1.50483e+07	1181.66	2.23919e-05	6.59358e-06	2.59861
0.116956	1.62734e-05	1.50492e+07	1181.76	2.24227e-05	6.59981e-06	2.59876
0.121782	1.62734e-05	1.50501e+07	1181.88	2.24551e-05	6.60635e-06	2.59891
0.126688	1.62734e-05	1.50511e+07	1181.99	2.2488e-05	6.61301e-06	2.59907
0.131539	1.62735e-05	1.50521e+07	1182.11	2.25206e-05	6.6196e-06	2.59923
0.136446	1.62735e-05	1.50531e+07	1182.23	2.25536e-05	6.62626e-06	2.59938
0.141467	1.62736e-05	1.5054e+07	1182.35	2.25873e-05	6.63309e-06	2.59953
0.146317	1.62736e-05	1.5055e+07	1182.46	2.262e-05	6.63968e-06	2.59968
0.15114	1.62736e-05	1.5056e+07	1182.58	2.26524e-05	6.64624e-06	2.59984
0.156104	1.62737e-05	1.5057e+07	1182.7	2.26858e-05	6.65299e-06	2.59999
0.161158	1.62737e-05	1.50579e+07	1182.81	2.27198e-05	6.65986e-06	2.60013
0.165692	1.62738e-05	1.50589e+07	1182.93	2.27504e-05	6.66603e-06	2.60028
0.1706	1.62738e-05	1.50598e+07	1183.04	2.27834e-05	6.6727e-06	2.60042
0.175233	1.62739e-05	1.50607e+07	1183.15	2.28146e-05	6.67901e-06	2.60056
0.17979	1.62739e-05	1.50616e+07	1183.26	2.28452e-05	6.6852e-06	2.6007
0.184347	1.62739e-05	1.50625e+07	1183.37	2.28759e-05	6.6914e-06	2.60084
0.189413	1.6274e-05	1.50635e+07	1183.49	2.291e-05	6.6983e-06	2.60099
0.194746	1.62741e-05	1.50645e+07	1183.61	2.29459e-05	6.70555e-06	2.60114
0.19951	1.62741e-05	1.50655e+07	1183.72	2.29781e-05	6.71205e-06	2.60129
0.203958	1.62742e-05	1.50663e+07	1183.83	2.3008e-05	6.71812e-06	2.60143
0.20826	1.62742e-05	1.50672e+07	1183.94	2.30371e-05	6.72398e-06	2.60156
0.212734	1.62743e-05	1.50681e+07	1184.04	2.30673e-05	6.73007e-06	2.60169
0.217337	1.62743e-05	1.50689e+07	1184.15	2.30984e-05	6.73634e-06	2.60183
0.221914	1.62744e-05	1.50698e+07	1184.26	2.31293e-05	6.74258e-06	2.60197
0.226688	1.62744e-05	1.50707e+07	1184.37	2.31615e-05	6.74909e-06	2.60211
0.231582	1.62745e-05	1.50717e+07	1184.48	2.31945e-05	6.75576e-06	2.60225
0.236239	1.62746e-05	1.50726e+07	1184.59	2.3226e-05	6.76212e-06	2.60239
0.241073	1.62746e-05	1.50735e+07	1184.7	2.32586e-05	6.76872e-06	2.60253
0.246099	1.62747e-05	1.50744e+07	1184.82	2.32926e-05	6.77557e-06	2.60267
0.251371	1.62748e-05	1.50754e+07	1184.94	2.33282e-05	6.78277e-06	2.60281
0.25657	1.62748e-05	1.50764e+07	1185.06	2.33634e-05	6.78988e-06	2.60296
0.261461	1.62749e-05	1.50773e+07	1185.17	2.33966e-05	6.79656e-06	2.6031
0.266195	1.6275e-05	1.50782e+07	1185.29	2.34287e-05	6.80303e-06	2.60324
0.271256	1.62751e-05	1.50792e+07	1185.4	2.3463e-05	6.80994e-06	2.60338
0.275811	1.62751e-05	1.508e+07	1185.51	2.34938e-05	6.81615e-06	2.60351
0.280513	1.62752e-05	1.50809e+07	1185.62	2.35256e-05	6.82256e-06	2.60364
0.285545	1.62753e-05	1.50818e+07	1185.73	2.35596e-05	6.82941e-06	2.60376
0.290876	1.62754e-05	1.50828e+07	1185.85	2.35956e-05	6.83668e-06	2.60389
0.29587	1.62755e-05	1.50837e+07	1185.97	2.36295e-05	6.8435e-06	2.60403
0.30101	1.62755e-05	1.50847e+07	1186.09	2.36643e-05	6.85051e-06	2.60416
0.306075	1.62756e-05	1.50856e+07	1186.2	2.36986e-05	6.85743e-06	2.60429
0.310552	1.62757e-05	1.50865e+07	1186.31	2.3729e-05	6.86354e-06	2.60442
0.315477	1.62758e-05	1.50874e+07	1186.42	2.37624e-05	6.87026e-06	2.60455
0.320585	1.62759e-05	1.50883e+07	1186.54	2.3797e-05	6.87723e-06	2.60469
0.325207	1.6276e-05	1.50892e+07	1186.65	2.38284e-05	6.88354e-06	2.60482
0.329926	1.62761e-05	1.509e+07	1186.75	2.38605e-05	6.88997e-06	2.60495
0.334645	1.62761e-05	1.50909e+07	1186.86	2.38926e-05	6.89641e-06	2.60508
0.338677	1.62762e-05	1.50917e+07	1186.96	2.392e-05	6.90191e-06	2.6052
0.343057	1.62763e-05	1.50925e+07	1187.06	2.39499e-05	6.90789e-06	2.60532
0.347852	1.62764e-05	1.50933e+07	1187.17	2.39826e-05	6.91442e-06	2.60544
0.352907	1.62765e-05	1.50942e+07	1187.28	2.40171e-05	6.92132e-06	2.60557
0.357963	1.62766e-05	1.50951e+07	1187.39	2.40516e-05	6.92822e-06	2.60571
0.363313	1.62767e-05	1.5096e+07	1187.51	2.40882e-05	6.93554e-06	2.60584
0.368709	1.62768e-05	1.5097e+07	1187.63	2.4125e-05	6.94293e-06	2.60597
0.373317	1.62769e-05	1.50978e+07	1187.74	2.41565e-05	6.94923e-06	2.6061
0.378028	1.6277e-05	1.50987e+07	1187.85	2.41886e-05	6.95566e-06	2.60622
0.383085	1.62771e-05	1.50996e+07	1187.96	2.42231e-05	6.96257e-06	2.60633
0.388403	1.62772e-05	1.51005e+07	1188.08	2.42595e-05	6.96983e-06	2.60647
0.393376	1.62773e-05	1.51014e+07	1188.19	2.42934e-05	6.97661e-06	2.60659
0.398152	1.62774e-05	1.51023e+07	1188.3	2.43261e-05	6.98313e-06	2.6067
0.403006	1.62776e-05	1.51031e+07	1188.41	2.43593e-05	6.98975e-06	2.60683
0.407744	1.62777e-05	1.5104e+07	1188.52	2.43917e-05	6.99621e-06	2.60695
0.412444	1.62778e-05	1.51048e+07	1188.63	2.44239e-05	7.00262e-06	2.60707
0.417108	1.62779e-05	1.51056e+07	1188.74	2.44559e-05	7.00897e-06	2.60718
0.421925	1.6278e-05	1.51064e+07	1188.84	2.44889e-05	7.01554e-06	2.6073
0.426702	1.62781e-05	1.51073e+07	1188.95	2.45217e-05	7.02205e-06	2.6074
0.431401	1.62782e-05	1.51081e+07	1189.05	2.4554e-05	7.02846e-06	2.60752
0.435987	1.62783e-05	1.51089e+07	1189.16	2.45855e-05	7.03472e-06	2.60763
0.440727	1.62785e-05	1.51097e+07	1189.26	2.46181e-05	7.04118e-06	2.60774
0.445507	1.62786e-05	1.51105e+07	1189.37	2.46509e-05	7.0477e-06	2.60785
0.450166	1.62787e-05	1.51113e+07	1189.47	2.4683e-05	7.05407e-06	2.60796
0.454636	1.62788e-05	1.51121e+07	1189.57	2.47137e-05	7.06017e-06	2.60807
0.459338	1.62789e-05	1.51129e+07	1189.68	2.47461e-05	7.06658e-06	2.60818
0.464039	1.6279e-05	1.51137e+07	1189.78	2.47785e-05	7.073e-06	2.6083
0.468741	1.62792e-05	1.51145e+07	1189.89	2.48108e-05	7.07942e-06	2.60841
0.473401	1.62793e-05	1.51153e+07	1189.99	2.48429e-05	7.08579e-06	2.60852
0.478061	1.62794e-05	1.51161e+07	1190.1	2.48751e-05	7.09215e-06	2.60862
0.482304	1.62795e-05	1.51169e+07	1190.19	2.49043e-05	7.09795e-06	2.60873
0.486729	1.62797e-05	1.51176e+07	1190.29	2.49348e-05	7.10399e-06	2.60883
0.491526	1.62798e-05	1.51184e+07	1190.4	2.49678e-05	7.11053e-06	2.60894
0.496323	1.62799e-05	1.51192e+07	1190.5	2.50009e-05	7.11709e-06	2.60905
0.501463	1.62801e-05	1.512e+07	1190.61	2.50364e-05	7.1241e-06	2.60914
0.507002	1.62802e-05	1.51209e+07	1190.72	2.50746e-05	7.13168e-06	2.60924
0.512541	1.62804e-05	1.51218e+07	1190.84	2.5113e-05	7.13927e-06	2.60935
0.51808	1.62805e-05	1.51227e+07	1190.97	2.51514e-05	7.14687e-06	2.60947
0.52362	1.62807e-05	1.51237e+07	1191.09	2.51897e-05	7.15445e-06	2.60958
0.529159	1.62809e-05	1.51246e+07	1191.21	2.5228e-05	7.16204e-06	2.6097
0.534571	1.6281e-05	1.51255e+07	1191.33	2.52654e-05	7.16944e-06	2.60981
0.539801	1.62812e-05	1.51264e+07	1191.44	2.53015e-05	7.17659e-06	2.60993
0.544914	1.62813e-05	1.51272e+07	1191.56	2.53368e-05	7.18357e-06	2.61004
0.549915	1.62815e-05	1.51281e+07	1191.67	2.53713e-05	7.1904e-06	2.61014
0.554653	1.62816e-05	1.51289e+07	1191.78	2.5404e-05	7.19686e-06	2.61025
0.558894	1.62818e-05	1.51296e+07	1191.87	2.54334e-05	7.20264e-06	2.61035
0.563395	1.62819e-05	1.51304e+07	1191.97	2.54646e-05	7.20878e-06	2.61045
0.567718	1.62821e-05	1.51311e+07	1192.07	2.54946e-05	7.21467e-06	2.61055
0.572221	1.62822e-05	1.51318e+07	1192.17	2.55259e-05	7.2208e-06	2.61065
0.576772	1.62823e-05	1.51325e+07	1192.27	2.55576e-05	7.22701e-06	2.61074
0.581423	1.62825e-05	1.51333e+07	1192.37	2.55901e-05	7.23335e-06	2.61084
0.586073	1.62826e-05	1.5134e+07	1192.47	2.56226e-05	7.23971e-06	2.61094
0.590524	1.62828e-05	1.51348e+07	1192.57	2.56537e-05	7.2458e-06	2.61104
0.595342	1.6283e-05	1.51355e+07	1192.67	2.56874e-05	7.25238e-06	2.61114
0.599993	1.62831e-05	1.51363e+07	1192.77	2.57198e-05	7.25875e-06	2.61124
0.604644	1.62833e-05	1.5137e+07	1192.88	2.57522e-05	7.26511e-06	2.61134
0.609586	1.62834e-05	1.51378e+07	1192.98	2.57866e-05	7.27186e-06	2.61144
0.614406	1.62836e-05	1.51386e+07	1193.09	2.58202e-05	7.27846e-06	2.61154
0.619287	1.62838e-05	1.51393e+07	1193.19	2.58542e-05	7.28514e-06	2.61163
0.624168	1.62839e-05	1.51401e+07	1193.29	2.58882e-05	7.29181e-06	2.61171
0.629247	1.62841e-05	1.51409e+07	1193.4	2.59237e-05	7.29877e-06	2.6118
0.63419	1.62843e-05	1.51417e+07	1193.51	2.59582e-05	7.30553e-06	2.61189
0.638941	1.62845e-05	1.51424e+07	1193.61	2.59914e-05	7.31203e-06	2.61198
0.643887	1.62846e-05	1.51432e+07	1193.72	2.6026e-05	7.31879e-06	2.61207
0.648974	1.62848e-05	1.5144e+07	1193.83	2.60615e-05	7.32575e-06	2.61217
0.653989	1.6285e-05	1.51448e+07	1193.93	2.60965e-05	7.33261e-06	2.61226
0.659077	1.62852e-05	1.51456e+07	1194.04	2.6132e-05	7.33957e-06	2.61235
0.663948	1.62854e-05	1.51463e+07	1194.15	2.6166e-05	7.34624e-06	2.61245
0.668748	1.62856e-05	1.51471e+07	1194.25	2.61995e-05	7.35281e-06	2.61255
0.673692	1.62858e-05	1.51479e+07	1194.36	2.62341e-05	7.35958e-06	2.61264
0.678563	1.62859e-05	1.51486e+07	1194.46	2.62681e-05	7.36625e-06	2.61274
0.683433	1.62861e-05	1.51494e+07	1194.57	2.63022e-05	7.37292e-06	2.61283
0.688379	1.62863e-05	1.51501e+07	1194.67	2.63368e-05	7.37969e-06	2.61292
0.693173	1.62865e-05	1.51509e+07	1194.77	2.63704e-05	7.38626e-06	2.61301
0.697753	1.62867e-05	1.51516e+07	1194.87	2.64025e-05	7.39253e-06	2.6131
0.70255	1.62869e-05	1.51523e+07	1194.98	2.64362e-05	7.3991e-06	2.61319
0.707862	1.62871e-05	1.51531e+07	1195.08	2.64734e-05	7.40637e-06	2.61326
0.712814	1.62873e-05	1.51538e+07	1195.19	2.65082e-05	7.41316e-06	2.61335
0.717852	1.62875e-05	1.51546e+07	1195.29	2.65436e-05	7.42007e-06	2.61345
0.722717	1.62877e-05	1.51553e+07	1195.4	2.65778e-05	7.42675e-06	2.61354
0.727581	1.62879e-05	1.5156e+07	1195.5	2.6612e-05	7.43341e-06	2.61362
0.732121	1.62881e-05	1.51567e+07	1195.6	2.66439e-05	7.43964e-06	2.6137
0.736821	1.62883e-05	1.51575e+07	1195.7	2.6677e-05	7.44608e-06	2.61379
0.741882	1.62885e-05	1.51582e+07	1195.8	2.67126e-05	7.45302e-06	2.61387
0.746846	1.62887e-05	1.51589e+07	1195.91	2.67476e-05	7.45982e-06	2.61396
0.751909	1.62889e-05	1.51597e+07	1196.01	2.67833e-05	7.46677e-06	2.61406
0.756503	1.62891e-05	1.51604e+07	1196.11	2.68157e-05	7.47307e-06	2.61414
0.761373	1.62893e-05	1.51611e+07	1196.22	2.68501e-05	7.47976e-06	2.61423
0.766243	1.62895e-05	1.51618e+07	1196.32	2.68846e-05	7.48644e-06	2.61431
0.771325	1.62897e-05	1.51625e+07	1196.42	2.69205e-05	7.49341e-06	2.6144
0.776643	1.62899e-05	1.51633e+07	1196.53	2.69582e-05	7.50071e-06	2.61449
0.781961	1.62902e-05	1.5164e+07	1196.64	2.6996e-05	7.50803e-06	2.61458
0.787152	1.62904e-05	1.51648e+07	1196.75	2.70329e-05	7.51517e-06	2.61467
0.792344	1.62906e-05	1.51656e+07	1196.86	2.70697e-05	7.52231e-06	2.61475
0.797173	1.62909e-05	1.51663e+07	1196.96	2.7104e-05	7.52895e-06	2.61483
0.80212	1.62911e-05	1.5167e+07	1197.07	2.71391e-05	7.53574e-06	2.61492
0.807327	1.62913e-05	1.51677e+07	1197.18	2.71761e-05	7.5429e-06	2.61501
0.812398	1.62915e-05	1.51685e+07	1197.28	2.72122e-05	7.54987e-06	2.6151
0.817208	1.62918e-05	1.51692e+07	1197.38	2.72464e-05	7.55648e-06	2.61518
0.821778	1.6292e-05	1.51699e+07	1197.48	2.7279e-05	7.56276e-06	2.61526
0.826595	1.62922e-05	1.51705e+07	1197.58	2.73133e-05	7.56938e-06	2.61535
0.831549	1.62924e-05	1.51712e+07	1197.68	2.73487e-05	7.57618e-06	2.61543
0.836504	1.62927e-05	1.51719e+07	1197.79	2.73842e-05	7.583e-06	2.61551
0.841613	1.62929e-05	1.51726e+07	1197.89	2.74208e-05	7.59003e-06	2.61559
0.846271	1.62931e-05	1.51733e+07	1197.99	2.74542e-05	7.59645e-06	2.61568
0.85093	1.62933e-05	1.5174e+07	1198.09	2.74877e-05	7.60287e-06	2.61576
0.855588	1.62936e-05	1.51746e+07	1198.19	2.75211e-05	7.60928e-06	2.61584
0.860247	1.62938e-05	1.51753e+07	1198.28	2.75546e-05	7.6157e-06	2.61592
0.865066	1.6294e-05	1.51759e+07	1198.38	2.75891e-05	7.62234e-06	2.616
0.869719	1.62943e-05	1.51766e+07	1198.48	2.76226e-05	7.62876e-06	2.61609
0.874544	1.62945e-05	1.51773e+07	1198.58	2.76573e-05	7.63541e-06	2.61617
0.879562	1.62947e-05	1.51779e+07	1198.68	2.76934e-05	7.64235e-06	2.61625
0.88438	1.6295e-05	1.51786e+07	1198.78	2.77281e-05	7.64901e-06	2.61634
0.889407	1.62952e-05	1.51793e+07	1198.89	2.77644e-05	7.65596e-06	2.61642
0.894673	1.62955e-05	1.518e+07	1198.99	2.78024e-05	7.66325e-06	2.61651
0.900216	1.62958e-05	1.51807e+07	1199.1	2.78424e-05	7.67092e-06	2.61659
0.90576	1.62961e-05	1.51815e+07	1199.22	2.78825e-05	7.67861e-06	2.61668
0.911303	1.62963e-05	1.51822e+07	1199.33	2.79226e-05	7.68631e-06	2.61678
0.916847	1.62966e-05	1.5183e+07	1199.44	2.79628e-05	7.69401e-06	2.61687
0.922391	1.62969e-05	1.51837e+07	1199.56	2.80029e-05	7.7017e-06	2.61696
0.927565	1.62972e-05	1.51844e+07	1199.67	2.80403e-05	7.70888e-06	2.61704
0.932738	1.62974e-05	1.51851e+07	1199.77	2.80778e-05	7.71606e-06	2.61712
0.937543	1.62977e-05	1.51858e+07	1199.88	2.81125e-05	7.72272e-06	2.6172
0.942748	1.6298e-05	1.51865e+07	1199.98	2.81502e-05	7.72993e-06	2.61728
0.947519	1.62982e-05	1.51871e+07	1200.08	2.81848e-05	7.73655e-06	2.61736
0.951892	1.62985e-05	1.51878e+07	1200.18	2.82166e-05	7.74262e-06	2.61744
0.956703	1.62987e-05	1.51884e+07	1200.27	2.82516e-05	7.7493e-06	2.61752
0.961514	1.6299e-05	1.5189e+07	1200.37	2.82866e-05	7.75598e-06	2.6176
0.966324	1.62992e-05	1.51897e+07	1200.47	2.83217e-05	7.76267e-06	2.61768
0.971937	1.62995e-05	1.51903e+07	1200.58	2.83627e-05	7.77049e-06	2.61777
0.97755	1.62999e-05	1.51911e+07	1200.69	2.84037e-05	7.77833e-06	2.61786
0.983162	1.63002e-05	1.51918e+07	1200.81	2.84448e-05	7.78619e-06	2.61795
0.988775	1.63005e-05	1.51925e+07	1200.92	2.84858e-05	7.79405e-06	2.61805
0.994387	1.63008e-05	1.51933e+07	1201.04	2.85268e-05	7.80191e-06	2.61813
1	1.63011e-05	1.5194e+07	1201.15	2.85678e-05	7.80977e-06	2.61822
1.00465	1.63014e-05	1.51947e+07	1201.25	2.86018e-05	7.81629e-06	2.6183
1.00913	1.63016e-05	1.51953e+07	1201.35	2.86345e-05	7.82256e-06	2.61837
1.01383	1.63019e-05	1.51959e+07	1201.45	2.86689e-05	7.82912e-06	2.61845
1.01862	1.63022e-05	1.51965e+07	1201.55	2.87039e-05	7.83581e-06	2.61852
1.02352	1.63024e-05	1.51971e+07	1201.65	2.87399e-05	7.84267e-06	2.61861
1.02822	1.63027e-05	1.51977e+07	1201.74	2.87744e-05	7.84924e-06	2.61868
1.03298	1.6303e-05	1.51983e+07	1201.84	2.88094e-05	7.85592e-06	2.61876
1.0374	1.63032e-05	1.51989e+07	1201.94	2.88419e-05	7.86211e-06	2.61883
1.04194	1.63035e-05	1.51995e+07	1202.03	2.88754e-05	7.86849e-06	2.61891
1.04644	1.63038e-05	1.52001e+07	1202.12	2.89085e-05	7.87481e-06	2.61898
1.05098	1.6304e-05	1.52006e+07	1202.22	2.8942e-05	7.8812e-06	2.61906
1.05568	1.63043e-05	1.52012e+07	1202.31	2.89766e-05	7.88782e-06	2.61914
1.0604	1.63046e-05	1.52018e+07	1202.41	2.90115e-05	7.89447e-06	2.61922
1.06479	1.63049e-05	1.52024e+07	1202.5	2.90439e-05	7.90067e-06	2.6193
1.06942	1.63051e-05	1.5203e+07	1202.6	2.90781e-05	7.9072e-06	2.61937
1.07405	1.63054e-05	1.52036e+07	1202.69	2.91123e-05	7.91375e-06	2.61945
1.0787	1.63057e-05	1.52041e+07	1202.79	2.91467e-05	7.92032e-06	2.61953
1.08355	1.6306e-05	1.52047e+07	1202.89	2.91826e-05	7.92718e-06	2.61961
1.08842	1.63063e-05	1.52053e+07	1202.98	2.92187e-05	7.93409e-06	2.61969
1.09327	1.63066e-05	1.52059e+07	1203.08	2.92546e-05	7.94096e-06	2.61977
1.09828	1.63069e-05	1.52065e+07	1203.18	2.92917e-05	7.94806e-06	2.61984
1.10335	1.63072e-05	1.52071e+07	1203.29	2.93292e-05	7.95525e-06	2.61992
1.10839	1.63075e-05	1.52077e+07	1203.39	2.93665e-05	7.9624e-06	2.62
1.11326	1.63078e-05	1.52084e+07	1203.49	2.94026e-05	7.96932e-06	2.62008
1.11824	1.63081e-05	1.5209e+07	1203.59	2.94395e-05	7.9764e-06	2.62016
1.12337	1.63085e-05	1.52096e+07	1203.7	2.94774e-05	7.98368e-06	2.62024
1.12865	1.63088e-05	1.52102e+07	1203.8	2.95165e-05	7.99118e-06	2.62031
1.13409	1.63091e-05	1.52108e+07	1203.91	2.95569e-05	7.99893e-06	2.62039
1.13975	1.63095e-05	1.52115e+07	1204.02	2.95989e-05	8.007e-06	2.62047
1.14549	1.63099e-05	1.52121e+07	1204.13	2.96416e-05	8.01518e-06	2.62054
1.1507	1.63102e-05	1.52128e+07	1204.24	2.96803e-05	8.02261e-06	2.62062
1.15614	1.63106e-05	1.52134e+07	1204.35	2.97207e-05	8.03038e-06	2.6207
1.16135	1.63109e-05	1.52141e+07	1204.46	2.97593e-05	8.03781e-06	2.62078
1.16653	1.63112e-05	1.52147e+07	1204.57	2.97977e-05	8.04519e-06	2.62086
1.17158	1.63116e-05	1.52153e+07	1204.67	2.98351e-05	8.05239e-06	2.62095
1.17634	1.63119e-05	1.52159e+07	1204.77	2.98705e-05	8.05918e-06	2.62102
1.18165	1.63122e-05	1.52165e+07	1204.87	2.99099e-05	8.06676e-06	2.6211
1.18687	1.63126e-05	1.52171e+07	1204.98	2.99487e-05	8.07421e-06	2.62119
1.19157	1.63129e-05	1.52176e+07	1205.08	2.99837e-05	8.08093e-06	2.62126
1.19635	1.63132e-05	1.52182e+07	1205.18	3.00194e-05	8.08777e-06	2.62135
1.20113	1.63135e-05	1.52188e+07	1205.28	3.00552e-05	8.09461e-06	2.62143
1.2061	1.63139e-05	1.52193e+07	1205.38	3.00922e-05	8.10171e-06	2.62151
1.21122	1.63142e-05	1.52199e+07	1205.48	3.01305e-05	8.10905e-06	2.62159
1.21648	1.63146e-05	1.52205e+07	1205.59	3.01698e-05	8.11659e-06	2.62167
1.22177	1.6315e-05	1.52211e+07	1205.69	3.02093e-05	8.12418e-06	2.62175
1.22729	1.63153e-05	1.52217e+07	1205.8	3.02506e-05	8.13211e-06	2.62183
1.23241	1.63157e-05	1.52223e+07	1205.91	3.0289e-05	8.13947e-06	2.62191
1.23703	1.6316e-05	1.52229e+07	1206.01	3.03236e-05	8.14612e-06	2.62199
1.24192	1.63163e-05	1.52234e+07	1206.11	3.03602e-05	8.15314e-06	2.62207
1.24669	1.63167e-05	1.5224e+07	1206.21	3.0396e-05	8.15999e-06	2.62214
1.25134	1.6317e-05	1.52245e+07	1206.3	3.04308e-05	8.16667e-06	2.62222
1.25577	1.63173e-05	1.5225e+07	1206.39	3.04641e-05	8.17304e-06	2.62229
1.26039	1.63176e-05	1.52255e+07	1206.49	3.04988e-05	8.17968e-06	2.62237
1.26523	1.6318e-05	1.52261e+07	1206.58	3.05351e-05	8.18664e-06	2.62244
1.27006	1.63183e-05	1.52266e+07	1206.68	3.05715e-05	8.1936e-06	2.62252
1.27448	1.63186e-05	1.52271e+07	1206.78	3.06048e-05	8.19998e-06	2.6226
1.27886	1.6319e-05	1.52276e+07	1206.87	3.06378e-05	8.20629e-06	2.62268
1.28348	1.63193e-05	1.52281e+07	1206.96	3.06726e-05	8.21297e-06	2.62276
1.28832	1.63196e-05	1.52287e+07	1207.06	3.07091e-05	8.21996e-06	2.62284
1.2933	1.632e-05	1.52292e+07	1207.16	3.07467e-05	8.22717e-06	2.62293
1.29834	1.63204e-05	1.52297e+07	1207.26	3.07849e-05	8.23449e-06	2.62301
1.30339	1.63207e-05	1.52303e+07	1207.37	3.0823e-05	8.24182e-06	2.62309
1.30879	1.63211e-05	1.52309e+07	1207.47	3.08638e-05	8.24966e-06	2.62317
1.31432	1.63215e-05	1.52314e+07	1207.58	3.09056e-05	8.2577e-06	2.62325
1.31968	1.63219e-05	1.5232e+07	1207.69	3.09462e-05	8.2655e-06	2.62333
1.3254	1.63224e-05	1.52326e+07	1207.81	3.09896e-05	8.27384e-06	2.62342
